requirement_en,entry,read,write,exit,cfp,interaction,communication,process,microm
Open add Students Club page. Enter Students Club information. Click Add button,1,0,0,0,1,1,0,0,1
Open Display Students Clubs page.,1,0,0,0,1,1,0,0,1
System shall display Students Club basic information,0,1,0,1,2,1,1,0,2
Open display Students Clubs page. Click on Students Club name or details button.,1,0,0,0,1,1,1,0,2
System open Students Club details page.,0,1,0,1,2,1,1,0,2
Display all Students Clubs. Click edit button for specific Students Club.,1,0,0,0,1,1,0,0,1
System open Students Club edit page.,0,1,0,1,2,1,1,0,2
User can edit Students Club information. Click Save button,1,0,0,0,1,1,0,0,1
Display all Students Club. Click delete button for specific Students Club. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Students Club has been deleted,0,0,0,0,0,0,1,0,1
Open List alumni page.,1,0,0,0,1,1,0,0,1
System shall view List of alumni.,0,1,0,1,2,1,1,0,2
User can filter result list based on data viewed (Alumni filters),1,0,0,0,1,1,0,0,1
Open add employer page. Enter employer information. Click Add button,1,0,0,0,1,1,0,0,1
Open Display employers page.,1,0,0,0,1,1,0,0,1
System shall display employer basic information,0,1,0,1,2,1,1,0,2
Open display employers page. Click on employer name or details button.,1,0,0,0,1,1,0,0,1
System open employer details page,0,1,0,1,2,1,1,0,2
Display all employers. Click edit button for specific employer.,1,0,0,0,1,1,0,0,1
System open employer edit page.,0,1,0,1,2,1,1,0,2
User can edit employer information. Click Save button,1,0,0,0,1,1,0,0,1
Display all Employer. Click delete button for specific employer. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Employer has been deleted,0,0,1,0,1,0,1,0,1
"Open add cycle page. Enter cycle name, information and start date. Select students. Click add button.",1,0,0,0,1,1,0,0,1
System save information and redirect to display all cycles page,0,0,1,1,2,1,1,0,2
Open display cycles page.,1,0,0,0,1,1,0,0,1
System shall display all cycles,0,1,0,1,2,1,1,0,2
Open display cycles page. Click on cycle name or details button.,1,0,0,0,1,1,0,0,1
System open cycle details page,0,1,0,1,2,1,1,0,2
Display all cycles. Click edit button for specific cycle.,1,0,0,0,1,1,0,0,1
System open cycle edit page.,0,0,0,0,0,1,1,0,2
User can edit cycle information. Click Save button,1,0,0,0,1,1,0,0,1
Display all cycles. Click delete button for specific cycle. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Cycle has been deleted,0,0,1,0,1,0,1,0,1
Open add internship page. Enter internship information. Click add button.,1,0,0,0,1,1,0,0,1
System save information and redirect to display all internships page,0,0,1,1,2,1,1,0,2
Open display internship page.,1,0,0,0,1,1,0,0,1
System shall display all internships,0,1,0,1,2,1,1,0,2
Open display internship page. Click on student name or details button.,1,0,0,0,1,1,0,0,1
System open internship details page,0,1,0,1,2,1,1,0,2
Display all internships. Click edit button for specific internship.,1,0,0,0,1,1,0,0,1
System open internship edit page.,0,1,0,1,2,1,1,0,2
User can edit internship information. Click Save button,1,0,0,0,1,1,0,0,1
Display all internships. Click delete button for specific internship. Confirm message is shown. Click Ok button.,1,0,0,0,1,0,0,0,0
Internship has been deleted,0,0,1,0,1,0,1,0,1
Open display internships page. Click add field visit button for specific internship. Enter field visit information. Click add button.,1,0,0,0,1,1,0,0,1
Open display field visit page.,0,0,0,0,0,1,0,0,1
System shall display all field visit,0,1,0,1,2,1,1,0,2
Open display field visit page. Click details button for specific field visit.,1,0,0,0,1,1,0,0,1
System open field visit details page,0,1,0,1,2,1,1,0,2
Display all field visits. Click edit button for specific field visit.,1,0,0,0,1,1,0,0,1
System open field visit edit page.,0,1,0,1,2,1,1,0,2
User can edit field visit information. Click Save button.,1,0,0,0,1,1,0,0,1
Display all field visit. Click delete button for specific field visit. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Field visit has been deleted,0,0,1,0,1,0,1,0,1
Open add career day page. Enter career day information. Click add button.,1,0,0,0,1,1,0,0,1
System save information and redirect to display all career days page,0,0,1,1,2,1,1,0,2
Open display career day page.,1,0,0,0,1,1,0,0,1
System shall display all career days,0,1,0,1,2,1,1,0,2
Open display career day page. Click details button for specific career day.,1,0,0,0,1,1,0,0,1
System open career day details page,0,1,0,1,2,1,1,0,2
Display all career day. Click edit button for specific career day.,1,0,0,0,1,1,0,0,1
System open career day edit page.,0,1,0,1,2,1,1,0,2
User can edit career day information. Click Save button,1,0,0,0,1,0,0,0,0
Display all career days. Click delete button for specific career day. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Career day has been deleted,0,0,1,0,1,0,1,0,1
Open add International opportunities application page. Enter student identity.,1,0,0,0,1,1,0,0,1
System shall display student information.,0,1,0,1,2,1,1,0,2
Enter application required information. Click add button,1,0,0,0,1,1,0,0,1
System shall display Alumni developing (International opportunities) basic information,0,1,0,1,2,1,1,0,2
Open display all international opportunities page. Click on details button.,1,0,0,0,1,1,0,0,1
System open international opportunities details page. Click on approve button,1,0,0,0,1,1,0,0,1
International opportunity has been approved,0,0,1,0,1,0,1,0,1
Open add E-Work application page. Enter student identity.,1,0,0,0,1,1,0,0,1
Open display E-Work applications page.,1,0,0,0,1,1,0,0,1
Open display all E-Work applications page. Click on details button.,1,0,0,0,1,1,0,0,1
System open E-Work application details page.,0,1,0,1,2,1,1,0,2
User can add E-Work Interviews Scores. Click on approve button.,1,0,0,0,1,1,0,0,1
E-Work application has been approved,0,0,1,0,1,0,1,0,1
Open add survey page. Enter survey title. Enter survey description. Add question title. Select question type. Enter question option if exists. Click add question button. Repeat steps 4 to 7 to add more questions. Click add survey button,1,0,0,0,1,1,0,0,1
Display all surveys. Click edit button for specific survey.,1,0,0,0,1,1,0,0,1
System open survey edit page.,0,1,0,1,2,0,0,0,0
User can edit survey information. Click Save button,1,0,0,0,1,1,0,0,1
Display all surveys. Click duplicate button for specific survey.,1,0,0,0,1,1,0,0,1
New survey has been added with the same data.,0,0,1,0,1,0,1,0,1
User can edit or publish survey information,1,0,0,0,1,1,0,0,1
Display all surveys. Click delete button for specific survey. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Survey has been deleted,0,0,1,0,1,0,1,0,1
Display all surveys. Click publish button for specific survey.,1,0,0,0,1,1,0,0,1
System redirect to publish survey page.,0,0,0,1,1,1,0,0,1
Enter date publish from and to. Click publish button.,1,0,0,0,1,1,0,0,1
New survey has been published. System view survey link. SMS and email sent to selected students to fill survey,0,0,1,1,2,1,1,1,3
User can copy or open survey link.-,1,0,0,0,1,1,0,0,1
Select students to fill survey by selecting them manually or import excel sheet,1,0,0,0,1,1,0,0,1
Open new focus group page. Choose criteria. Click show students button.,1,0,0,0,1,1,0,0,1
System shall view list of students that meet selected criteria.,0,1,0,1,2,0,0,0,0
Click save button.,1,0,0,0,1,1,0,0,1
New focus group has been added,0,0,1,0,1,0,1,0,1
Open display focus group page,1,0,0,0,1,1,0,0,1
Open all focus groups list page. Click on details button for focus group.,1,0,0,0,1,1,0,0,1
System will display focus group details page,0,1,0,1,2,1,1,0,2
Open Display all focus groups page. Click edit button for specific focus group.,1,0,0,0,1,1,0,0,1
System shall display edit focus group page,0,1,0,1,2,1,1,0,2
User select new criteria. User click show students.,1,0,0,0,1,1,0,0,1
System shall display list of students meets selected criteria.,0,1,0,1,2,1,1,0,2
Click save button,1,0,0,0,1,1,0,0,1
Open Display all focus groups page. Click duplicate button for specific focus group.,1,0,0,0,1,1,0,0,1
New focus group has been added with the same criteria,0,0,1,0,1,0,0,0,0
Display all focus groups. Click delete button for specific focus group. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Focus group has been deleted,0,0,1,0,1,0,1,0,1
Open add complain page. Choose complain or suggestion. Enter Title. Choose User to send to (Please use select input with auto complete). Attach some files if needed. Enter message body. Click Add button,1,0,0,0,1,1,0,0,1
"Open add complain page. Enter Student ID,  Student Name. Choose complain or suggestion. Enter Title. Select category. Enter Email, Phone. Attach some files if needed. Enter message body. Click Add button",1,0,0,0,1,1,0,0,1
Open complaints and suggestion page.,1,0,0,0,1,1,0,0,1
"System will display complaints and suggestion information (Number, Type (Complaint or suggestion), Sender Name, Title, Status, User responsible) System should display basic statistics (total number of complains, total number of suggestions, number of active and closed complaints)",0,1,0,1,2,1,1,0,2
Open all complaint list page. Click on details button for complaint.,1,0,0,0,1,1,0,0,1
System will display complaint details page,0,1,0,1,2,1,1,0,2
Open complaint details page. Enter reply text. Click on reply button.,1,0,0,0,1,1,0,0,1
System save reply and send email to user or student,0,0,1,1,2,1,1,1,3
Open complaint details page. Click on assign button. Select user. Click ok button.,1,0,0,0,1,1,0,0,1
System assign complaint to user and send notification to him,0,0,1,1,2,1,1,1,3
"Open add new album page Enter album name, album year and month and select album category: General, Quality Education, Student Affairs, Leadership, Economic Empowerment. Click add button",1,0,0,0,1,1,0,0,1
Display all albums. Click Edit button for specific album.,1,0,0,0,1,1,0,0,1
System will open edit album page.,0,1,0,1,2,1,1,0,2
Enter new album name or select new category. Click Save button,1,0,0,0,1,1,0,0,1
Open display album page. User could order album by date or name,1,0,0,0,1,1,0,0,1
Open display albums page. Click on specific album.,1,0,0,0,1,1,0,0,1
System shall open album items page,0,1,0,1,2,1,1,0,2
Display all albums. Click delete button for specific album. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
album has been deleted,0,0,1,0,1,0,1,0,1
Open album details page. Press add item button. Enter item title. Attach item files. Enter item URL. Click add button,1,0,0,0,1,1,0,0,1
"Open add partner page. Enter partner name,  partner information.Click add button.",1,0,0,0,1,1,0,0,1
System save information and redirect to display all partners page,0,0,1,1,2,1,1,0,2
Open display partners page. Click on partner name or details button.,1,0,0,0,1,1,0,0,1
System open partner details page,0,1,0,1,2,1,1,0,2
Display all partners. Click edit button for specific partner.,1,0,0,0,1,1,0,0,1
System open partner edit page.,0,1,0,1,2,1,1,0,2
User can edit partner information. Click Save button,1,0,0,0,1,1,0,0,1
Display all partners. Click delete button for specific partner. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Partner has been deleted,0,0,1,0,1,0,1,0,1
Open add room page. Enter rooms information. Click add button.,1,0,0,0,1,1,0,0,1
System save information and redirect to display all rooms page,0,1,0,1,2,1,1,0,2
Open display rooms page. Click on room name or details button.,1,0,0,0,1,1,0,0,1
System open room details page,0,1,0,1,2,1,1,0,2
Display all rooms. Click edit button for specific room.,1,0,0,0,1,1,0,0,1
System open room edit page,0,1,0,1,2,1,1,0,2
User can edit room information. Click Save button,1,0,0,0,1,1,0,0,1
Display all rooms. Click delete button for specific room. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Room has been deleted,0,0,1,0,1,0,1,0,1
Open add asset page. Enter assets information. Click add button.,1,0,0,0,1,1,0,0,1
System save information and redirect to display all assets page,0,1,0,1,2,1,1,0,2
Open display assets page. Click on asset name or details button.,1,0,0,0,1,1,0,0,1
System open asset details page,0,1,0,1,2,1,1,0,2
Display all assets. Click edit button for specific asset.,1,0,0,0,1,1,0,0,1
System open asset edit page,0,1,0,1,2,1,1,0,2
User can edit asset information. Click Save button,1,0,0,0,1,1,0,0,1
Display all assets. Click delete button for specific asset. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Asset has been deleted,0,0,1,0,1,0,1,0,1
System shall display report data.,0,1,0,1,2,1,1,0,2
User can export report as pdf or excel sheet,1,0,0,0,1,1,0,0,1
User can print report,1,0,0,0,1,1,0,0,1
User can save a copy of report with different name,1,0,0,0,1,1,0,0,1
New report has been created with new name,0,0,1,0,1,0,1,0,1
System lists all the advisors.,0,1,0,1,2,1,1,0,2
Student makes a request to one of the listed advisors if he or she is available and proposes him/her.,1,0,0,0,1,1,0,0,1
Advisor accepts the proposal request.,1,0,0,0,1,1,0,0,1
System sets the Advisor and the appointment. System prints a success message. System prints an error message. System returns to listing advisors step.,0,0,1,1,2,1,1,0,2
Advisor submits the testament through the system.,1,0,0,0,1,1,0,0,1
"Student, advisor and jury perform T.S.S. Jury publishes the result.",1,0,0,0,1,1,0,0,1
System notifies the Student Affairs Office about the result.,0,0,0,1,1,0,1,1,2
Student prepares final Thesis copy.,0,0,0,0,0,1,0,0,1
Student enters the file upload page. Student chooses the name of the document they want to upload from the documents list. Student confirms the statement about copyrights and ownership of the uploaded document. Student uploads the document to the system.,1,0,0,0,1,1,0,0,1
Student receives an e-mail about the upload was successful. Advisor (or advisors) and institute are notified about file upload.,0,0,1,1,2,1,1,1,3
Advisor confirms submission of document via our system,1,0,0,0,1,1,0,0,1
student is notified via e-mail about confirmation of upload.,0,0,1,1,2,1,1,1,3
Student can select “Other” option from the list and redirects to the next step.,1,0,0,0,1,1,0,0,1
System shows a form,0,0,0,1,1,1,0,0,1
"the users can enter and submit their email address and password. User enters his/her email address and password, then submits.",1,0,0,0,1,1,0,0,1
"System checks if any of the users in system’s database has the submitted email address on advisor or student table and if the password matches to the email address valid email address and password pair (successful login). 
A new session is created with a limit of 60 minutes. 
User is redirected to the user homepage.",0,1,1,1,3,1,1,1,3
"New user is created in system’s database with the same email address and password. 
A new session is created with a limit of 60 minutes. User is redirected to the user homepage.",0,0,1,1,2,1,1,1,3
Student completes and uploads the Thesis.,1,0,0,0,1,1,0,0,1
Advisor uploads the Thesis to Turnitin.,1,0,0,0,1,1,0,0,1
System detects the display request. System displays the current data from database.,0,1,0,1,2,1,1,0,2
The system retrieves the data of the student who is being inspected from the OBS. The system checks if all the prerequisites are satisfied.,0,1,0,1,2,1,1,1,3
The system informs the advisor and the institute about the result.,0,0,0,1,1,1,0,1,2
The advisor approves the student to continue the master process if all the prerequisites are satisfied.,1,0,0,0,1,1,0,0,1
"The system connects to the WMS. The system fills in the destination e-mail and subject line, attaches documents if there are any, produces a brief explanation/description regarding why the e-mail was sent. The system sends the e-mail. The system stores the e-mail’s contents.",0,0,1,1,2,1,1,1,3
"The system fills in the document with the information it has related to that document, if necessary. 
The system calls “Send e-mail” use case ",0,1,0,1,2,1,1,1,3
"The system accesses the student’s information via OBS and compares the information to the regulation minimum. 
The system calls “Send e-mail” use case and reports the results.",0,1,1,1,3,1,1,1,3
The user uploads the document to the system.,1,0,0,0,1,1,0,0,1
"The system processes the input documents, and takes note of which document it is, whether it needs to be submitted, if so when, etc..
The system uploads the document and processed information to the database
System signals the error.",0,0,0,1,1,1,1,1,3
System produces a list of qualified and available academic personnel.,0,1,0,1,2,1,1,0,2
The student selects a preferred advisor from the list and attaches a message if they wish to and sends request.,1,0,0,0,1,1,0,0,1
The system calls “Send e-mail” use case.,0,0,1,1,2,1,1,1,3
System notifies the student and student repeats first step.,0,0,0,1,1,1,1,0,2
System produces a list of requests for the advisor to look at.,0,1,0,1,2,1,1,0,2
Advisor responds to a request.,1,0,0,0,1,1,0,0,1
System returns to the “request advisor” use case with the advisor’s response. Advisor repeats steps 3 and 4 until there are no requests left or until they do not wish to continue.,0,0,1,1,2,1,1,0,2
The system connects to Turnitin.com and uploads thesis to be checked.,0,0,0,1,1,1,0,1,2
The system returns thesis results from the website to the advisor and stores it.,0,0,1,1,2,1,1,0,2
"The Jury enters their decision, along with any extra information if necessary, into the system.",1,0,0,0,1,1,0,0,1
"The system processes the input and calls “Submit document” use case.
The system calls “Send e-mail” use case and notifies the relevant departments of the decision.
System signals the error.",0,0,1,1,2,1,1,1,3
Student enters his/her login information and submits it,1,0,0,0,1,1,0,0,1
Student is directed to the student dashboard.,0,0,0,1,1,1,0,0,1
Student views all advisors’ research information on the system.,0,1,0,1,2,1,1,0,2
Student determines an advisor to propose. Student goes to advisor’s profile.  Student clicks to proposal button to send a proposal to the advisor.,1,0,0,0,1,1,0,0,1
Advisor either accepts the proposal (continue normal flow) or rejects the proposal (return to step 2),1,0,0,0,1,1,0,0,1
Student views and examines the educational plan on dashboard.,0,1,0,1,2,1,1,0,2
Student goes his/her profile and clicks FORMS button. Student finds and clicks the Program Plan Form and fills it.,1,0,0,0,1,1,0,0,1
"Student examines the educational plan on dashboard. Student goes his/her profile and clicks FORMS button, finds and clicks the Program Plan Form and starts to fill it. Student makes a proposal to an advisor, and an advisor is appointed to Student (see 3.1.1.2). Return to step 3 of normal flow.",1,0,0,0,1,1,0,0,1
Student determines a thesis topic. Student goes to his/her advisor’s profile and clicks the TOPIC PROPOSAL button. Student explains his/her thesis topic and clicks PURPOSE button to submit.,1,0,0,0,1,1,0,0,1
Advisor either accepts the proposal (continue normal flow) or rejects the proposal (return to step 1),1,0,0,0,1,1,0,0,1
Student goes his/her profile and finds SUBMISSONS button and clicks. Student uploads his/her thesis work to the system.,1,0,0,0,1,1,0,0,1
System shows the plagiarism rate through Turnitin.  The system accepts the thesis work.,0,0,1,1,2,1,1,0,2
Student uploads and submits the final thesis copy to the Thesis Management System.,0,0,0,1,1,1,0,0,1
Institute officer validates the thesis copy. (see 3.1.4.3 and 1.1),0,0,0,0,0,1,0,0,1
Advisor enters his/her login information. Advisor submits his/her login,1,0,0,0,1,1,0,0,1
information. Advisor is directed to the advisor dashboard.,0,0,0,1,1,1,0,0,1
Advisor see the students proposals. Advisor accepts or reject the student.,1,0,0,0,1,1,0,0,1
The advisor sees the student's thesis topic. Advisor accepts or reject the student's thesis topic.,1,0,0,0,1,1,0,0,1
Advisor check to plagiarism rate of the thesis. Advisor accepts the student's thesis work.,1,0,0,0,1,1,0,0,1
Discuss and determine T.S.S. Jury and Date with Student. Fill the Thesis Defense Jury Appointment Form and submit. T.S.S. Jury accept or reject the proposal.,1,0,0,0,1,1,0,0,1
Student enters his/her login information. Student submits his/her login information.,1,0,0,0,1,1,0,0,1
"Jury is selected for the exam. T.S.S Jury and Date proposal is accepted. Student has Thesis Defense Exam. (see 1.1, 1.2) Jury accepts the thesis defense.",1,0,0,0,1,1,0,0,1
Create account with the user information. (see 1.1.E1) Generate user ID and password. Send the user information to the user.,0,0,1,1,2,1,1,1,3
Institute officer checks if the thesis copy is in accordance with the regulation. Institute officer confirms or rejects the thesis copy.,1,0,0,0,1,1,0,0,1
Actor clicks on the button of the authentication client s/he prefers.,1,0,0,0,1,1,0,0,1
Authentication client initiates its process.,0,0,0,1,1,1,0,0,1
"Actor follows the authentication client's on screen instructions to authenticate. Website 
redirects the actor to the relevant homepage.",0,0,0,1,1,1,0,0,1
"GSA selects the necessary form inputs the create application form. GSA clicks on the ""Confirm"" button. ",1,0,0,0,1,1,0,0,1
Website publishes the application detail information publicly. Website redirects the GSA to a relevant success page.,0,0,1,1,2,1,1,0,2
"Website renders the application page, which contains the relevant school's specialized form. Applicant provides the necessary inputs for the form elements. Applicant clicks on the ""Review"" button.",1,0,0,0,1,1,0,0,1
"Website renders an alert box that contains the inputted information for the applicant to control. Applicant downloads the documents that s/he wants the review for the last time. Applicant clicks on the ""Submit"" button.",1,0,0,0,1,1,0,0,1
"DA clicks on the ""Review"" button next to applicant's name.",1,0,0,0,1,1,0,0,1
Website renders the application file control page.,0,1,0,1,2,1,1,0,2
"GSA clicks on the ""Confirm All"" button.",1,0,0,0,1,1,0,0,1
Website sends the application file to the department. Website redirects GSA to the relevant success page,0,0,0,1,1,1,0,1,2
"DA clicks on the ""Set Interview"" button next to applicant's name.",1,0,0,0,1,1,0,0,1
Website renders the interview date and time form.,0,0,0,1,1,1,0,0,1
"DA selects the interviewer, interview class and interview date and time in the form. DA clicks on the ""Assign"" button to schedule an interview.",1,0,0,0,1,1,0,0,1
Website informs applicant of the new interview assignment. Website redirects the DA to a relevant success page.,0,0,0,1,1,1,0,0,1
"Applicant clicks on the ""I Will Attend"" button. Website redirects the applicant to a relevant success page.",1,0,0,0,1,1,0,0,1
Website redirects the applicant to a relevant success page. Website renders the assessment form.,0,0,0,1,1,1,0,0,1
"DA provides the necessary inputs to form elements. DA clicks on the ""Finish Assessment"" button",1,0,0,0,1,1,0,0,1
Website sends the assessment to the Grad School admins. Website redirects DA to a relevant success page.,0,0,0,1,1,0,0,0,0
"GSA clicks on the ""Confirm Assessment"" button next to applicant's name.",1,0,0,0,1,1,0,0,1
Website renders the assessment conformation page with accept and reject buttons.,0,0,0,1,1,1,0,0,1
"GSA clicks on the ""Confirm & Inform"" button.",1,0,0,0,1,1,0,0,1
Website informs the applicant of his/her acceptance. Website redirects GSA to a relevant success page.,0,0,0,1,1,1,0,0,1
The applicant clicks to the ‘Register’ button.,1,0,0,0,1,1,0,0,1
System shows the register form.,0,0,0,1,1,1,0,0,1
"The applicant fills the form. The applicant clicks to the ‘Create Account’ button. """,1,0,0,0,1,1,0,0,1
"System first checks whether account exists in the database or not. If it doesn’t, account is added to related table with encrypted password.""",0,0,1,1,2,1,1,1,3
The user is on Login Page. The user enters their username and password. The user clicks the login button.,1,0,0,0,1,1,0,0,1
"System encrypts the password and checks from the database. If encrypted passwords match, user logs in.",0,1,0,1,2,1,1,1,3
Grad school opens Add Announcement page. Grad school enters necessary information about application. Grad school clicks announce button.,1,0,0,0,1,1,0,0,1
System adds announcement text to the web site.,0,0,1,0,1,0,1,0,1
Applicant clicks link.,1,0,0,0,1,1,0,0,1
System redirects the applicant to the pre-application page.,0,0,0,1,1,1,0,0,1
Applicant fills the blanks and clicks save changes button.,1,0,0,0,1,1,0,0,1
Pre-Application details are saved to the database.,0,0,1,0,1,0,1,0,1
The applicant opens the upload documents page. The applicant adds the necessary files to the relevant place. The applicant clicks the save changes button.,1,0,0,0,1,1,0,0,1
The applicant is forwarded to complete application page. Files that are uploaded are added to the database.,0,0,1,1,2,1,1,0,2
Grad school opens the documentations of students.,1,0,0,0,1,1,0,0,1
System shows the documentation of students page.,0,1,0,1,2,1,1,0,2
Grad school clicks to confirm button.,1,0,0,0,1,1,0,0,1
"Grad School opens the uploaded documents. If documents satisfy the conditions, the user clicks checkbox. If all documents are verified, the user clicks verify application.",1,0,0,0,1,1,0,0,1
"Applications verification column in database updated to verified. ""If all documents are not verified, the user clicks inform student button and automated message sended to the relevant applicant""",0,0,1,1,2,1,1,1,3
Grad school opens the account page. Grad school announces interview date and location. Grad school clicks to the Announce button.,1,0,0,0,1,1,0,0,1
System adds the announcement to the web site.,0,0,1,0,1,0,1,0,1
Grad school opens the account page. Grad school announces interview results. Grad school clicks to the Announce button.,1,0,0,0,1,1,0,0,1
Department opens verified applications page. Choose an application for the set it’s interview date and location after that clicks the set interview button. Sets the date and location. Clicks the set button.,1,0,0,0,1,1,0,0,1
Interview information been added interview table on database.,0,0,1,0,1,0,1,0,1
"After the interview or exams are evaluated, the department enters the system whether they have been accepted or rejected with their names. The department clicks the send button for delivering results to the grad school.",1,0,0,0,1,1,0,0,1
Grad school views the previously confirmed applications. Grad school clicks the send button.,1,0,0,0,1,1,0,0,1
Department gets the informations.,0,0,0,1,1,1,0,0,1
"Once a user clicks to the logout button, the system displays a prompt asking if the user indeed wishes to logout. The user confirms he/she wishes to logout.",1,0,0,0,1,1,0,0,1
"the system returns the user to the login page, and their session is deleted.",0,0,1,1,2,1,1,0,2
User fills in the required input fields provided by the system with their information. He/She clicks on the ‘Register’ button.,1,0,0,0,1,1,0,0,1
"System saves the related information to the database.
System will ask the user to provide his/her phone number to be able to send a verification code.
The user will be directed to a page in which there will be an input field for the verification code.",0,0,1,1,2,1,1,0,2
System will give 2 minutes for the user to enter his/her verification code.,1,0,0,0,1,1,0,0,1
User follows the password reset procedure by clicking forget my password link.,1,0,0,0,1,1,0,0,1
"After the password reset process, the user logs into the system with his/her new password.",1,0,0,0,1,1,0,0,1
"If the user has not signed up to the system, click the register button to start the registration process.",1,0,0,0,1,1,0,0,1
"User clicks on either ‘Sign in with Google’ or ‘Sign in with Facebook’ button.If the user hasn’t registered before, a phone verification will be needed additionally.",0,0,0,0,0,0,0,1,1
"After the user logs in, he/she is directed to an index page that has a dashboard which contains authorized functions assigned to his/her role.",0,0,1,1,2,1,1,0,2
Applicant fills the given form by the system with correct and up-todate information. Clicks on the ‘Next’ button.,1,0,0,0,1,1,0,0,1
User selects his/her citizenship and working status. Uploads all required documents. Clicks on the submit application button.,1,0,0,0,1,1,0,0,1
Clicks on the “choose file” button on the upload document field. File explorer window for user’s device shows up. User chooses his/her documents from his/her device..,1,0,0,0,1,1,0,0,1
User realizes the upload is done when the file name appears instead of ‘Choose a File’ text. Clicks on the submit application button.,1,0,0,0,1,1,0,0,1
"System saves the documents and additional information provided, and displays a message indicating the success of the transaction of the user",0,0,1,0,1,1,1,0,2
"System shows his/her application status. If the interview is set by the department it is shown right below the application status information. If the interview is not set yet, then an indicative message is displayed instead.",0,1,0,1,2,1,1,1,3
User clicks the list submitted applications button.,1,0,0,0,1,1,0,0,1
The program shows all the submitted applications to the user if any.,0,1,0,1,2,1,1,0,2
User can click on “View Details” of a desired application row to continue application review,1,0,0,0,1,1,0,0,1
User can click view details to continue to student review.,1,0,0,0,1,1,0,0,1
Chooses a date from the calendar. Choses a time for interview. Enters a location. Clicks the “set interview” button to finish the process.,1,0,0,0,1,1,0,0,1
User can see personal information of the applicant. User can click the open buttons of the given documents.,1,0,0,0,1,1,0,0,1
"To set an interview, user can click the “set an interview” button if the interview hasn’t been set before (otherwise set an interview button is disabled). To cancel an interview, user can click the “cancel the interview” button.",1,0,0,0,1,1,0,0,1
"Provides the results to the system by selecting the applications that will be accepted, then clicks on the ‘Submit results’ button.",1,0,0,0,1,1,0,0,1
"Finally, the user clicks on the ‘Submit Result’ button. A new interface shows up with a list of departments that have submitted their assessments.",0,1,0,1,2,1,1,0,2
User chooses a department from list.,1,0,0,0,1,1,0,0,1
After the user chooses a department there will be another interface that takes place where there is a list of chosen students and a button named “Submit All Results” to confirm and then announce the results. Also there will be a pop up that double checks user that they’re sure to do that.,0,1,0,1,2,1,1,0,2
"User clicks on the “forgot my password” button. Password reset interface shows up, the user will be asked to enter his/her registered email address.",1,0,0,0,1,1,0,0,1
User clicks on the link in the verification email to be directed to a page where he/she can enter his/her new password.,1,0,0,0,1,1,0,0,1
Account settings page shows up.,0,1,0,1,2,1,1,0,2
User changes his/her personal information related to his/her account or deletes the account. System asks for confirmation for the changes made. User confirms the changes.,1,0,0,0,1,1,0,0,1
User browses to the sign in page. User writes down his/her email address and the password to access an account.,1,0,0,0,1,1,0,0,1
Sign in button redirects every user to a page according to their authorization.,0,0,0,1,1,1,1,1,3
"Department sets a date, time and location for applicant for the interview. Department submits the date, time and location.",1,0,0,0,1,1,0,0,1
System saves the details.,0,0,1,0,1,0,1,0,1
System informs both grad school and applicant by notification.,0,0,0,1,1,1,0,1,2
Department may change date and time of interview after setting it which can be considered as submission of date and time. Events flow from step 2 as usual.,1,0,0,0,1,1,0,0,1
Department grades the applicant by the performance of the interview.,0,0,0,0,0,1,0,0,1
Grades are submitted to system,1,0,0,0,1,1,0,0,1
"Department sets the details: name, quota and instructor for the desired program to be created.",1,0,0,0,1,1,0,0,1
User types his/her username. User types his/her password. User clicks on login button.,1,0,0,0,1,1,0,0,1
User logged in.,0,0,0,1,1,1,0,1,2
Student upload file. Press the submit button.,1,0,0,0,1,1,0,0,1
System saves the files.,0,0,1,0,1,0,1,0,1
Institute receives the file and confirms it.,1,0,0,0,1,1,0,0,1
Student continues his/her thesis.,0,0,0,0,0,1,0,0,1
Institute assigns jury.,1,0,0,0,1,1,0,0,1
Student uploads the thesis work. Press the submit button.,1,0,0,0,1,1,0,0,1
Jury receives the thesis work and evaluates it. Jury can reach the submit T.S.S resuts process.,0,0,0,0,0,1,0,0,1
Click to pick file button. Select the file. Upload the thesis work.,1,0,0,0,1,1,0,0,1
Pick an instructor. Pick the role as advisor. Press assign button.,1,0,0,0,1,1,0,0,1
The instructor shall be authorized as advisor.,0,0,1,1,2,1,1,1,3
Choose the student you judge. Upload announcement file. Press assign button.,1,0,0,0,1,1,0,0,1
The file is sent to the student.,0,0,0,1,1,1,0,1,2
Customer opens the app. Customer clicks sign in button.,1,0,0,0,1,1,0,0,1
